ID	Label	"Synonyms/
Denoation"	Suggested parent term	Abbreviation	Defination	Textual Defination	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match	Narrow Match	Related Match
pkpbo:PKPBO_00331	Normal child	Normal young child	BMI		"A normal child, has no serious physical or mental health problems."	"A normal child, has no serious physical or mental health problems. "	http://www.gamuts.net/entity#normal_young_child		0000-0001-8345-1349	0000-0002-9795-5967		Class	Children				
pkpbo:PKPBO_00332	obese child		BMI		A Body Mass Index (BMI) greater than or equal to the 95th percentile for age and gender in children aged two years and older.	A Body Mass Index (BMI) greater than or equal to the 95th percentile for age and gender in children aged two years and older.	https://www.ncbi.nlm.nih.gov/books/NBK570626/		0000-0001-8345-1349	0000-0002-9795-5967		Class	Children				
pkpbo:PKPBO_00333	Uncertainty				"Uncertainty in Physiologically Based Pharmacokinetic (PBPK) modeling is introduced by two main sources: the underlying biology or mechanisms, and drug/chemical-related parameters"	"Uncertainty in Physiologically Based Pharmacokinetic (PBPK) modeling is introduced by two main sources: the underlying biology or mechanisms, and drug/chemical-related parameters"	10.1002/cpt.1013		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00334	Variability				Inter-individual differences  in the anatomical and physiological characteristics of humans or animal	Inter-individual differences  in anatomical and physiological characteristics 	https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=web&cd=&ved=0CDcQw7AJahcKEwjQvMPUjaCBAxUAAAAAHQAAAAAQAw&url=https%3A%2F%2Fineris.hal.science%2Fineris-00961755%2Fdocument&psig=AOvVaw3AvQT5ScYcsFkSX2UzYiCn&ust=1694437476436418&opi=89978449		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00335	Monte carlo simulation			MC	"Monte Carlo simulation is a form of uncertainty analysis that allows the propagation of uncertainty through a model, which results in an estimate of the variance in model output"	"Monte Carlo simulation is a form of uncertainty analysis that allows the propagation of uncertainty through a model, which results in an estimate of the variance in model output"	10.1289/ehp.96104858		0000-0001-8345-1349	0000-0002-9795-5967		Class	Uncertainty				
pkpbo:PKPBO_00336	Brain PBPK				Brain PBPK model build to predict the concentration of drug/chemical in different brain regions with respect to time				0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00337	Spinal CSF volume				total volume of CSF present in spine				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00338	Cranial CSF volume				total volume of CSF present in cranial				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00339	Brain mass				brain weight measured in Kg or pounds				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00340	BBB				Blood-brain-barrier				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00341	Spinal CSF flow				total CSF flowing in spinal region				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00342	Cranial CSF flow				total CSF flowing in cranial region				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00343	BCSFB				Blood-cerebrospinal fluid- barrier				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00344	vhippocampus				volume of hippocampus				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00345	vfrontalcortex				volume of frontal cortex				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00346	vcerebrum				volume of cerebrum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00347	vcerebellum				volume of cerebellum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00348	Qhippocampus				"Qhippocampus is a parameter used in PBPK modeling to describe the blood flow rate to thehippocampus, which is used to calculate the rate of drug/chemical delivery to the hippocampus. The value of Qhippocampus depends on the species of interest and is defined by the hippocampus weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00349	Qfrontalcortex				"Qfrontalcortex is a parameter used in PBPK modeling to describe the blood flow rate to the frontalcortex, which is used to calculate the rate of drug/chemical delivery to the frontalcortex. The value of Qfrontalcortex depends on the species of interest and is defined by the frontalcortex weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00350	Qcerebrum				"Qcerebrum is a parameter used in PBPK modeling to describe the blood flow rate to the cerebrum, which is used to calculate the rate of drug/chemical delivery to the cerebrum. The value of Qcerebrum depends on the species of interest and is defined by the cerebrum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00351	Qcerebellum				"Qcerebellum is a parameter used in PBPK modeling to describe the blood flow rate to the cerebellum, which is used to calculate the rate of drug/chemical delivery to the cerebellum. The value of Qcerebellum depends on the species of interest and is defined by the cerebellum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00352	Khippocampus:brain				ratio of drug/chemical concentration in the hippocampus tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00353	kcerebrum:brain				ratio of drug/chemical concentration in the cerebrum tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00354	kcerebellum:brain				ratio of drug/chemical concentration in the cerebellum tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00355	kfrontalcortex:brain				ratio of drug/chemical concentration in the frontal cortex tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00356	Pappcerebrum:brain				Permeability of drug/chemical in cerebrum to brain				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00357	Pappcerebellum:brain				Permeability of drug/chemical in cerebellum to brain				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00358	Papphippocampus:brain				Permeability of drug/chemical in hippocampus to brain				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00359	Pappcortex:brain				Permeability of drug/chemical in cortex to brain				0000-0001-8345-1349	0000-0002-9795-5967		Class	Brain PBPK				
pkpbo:PKPBO_00360	Pregnant PBPK				PBPK model build to predict the concentration of drug/chemical in pregnant female with time				0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00361	fetoplacental volume				"Volume can be calculated by adding the uterus weight, placenta volume, fetal volume, and amniotic fluid volume"		10.1208/s12248-013-9505-3		0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00362	vfetus				Volume of fetus				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00363	vplacenta				Volume of placenta				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00364	vamnioticfluid				Volume of amniotic fluid				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00365	vliverfetus				Volume of liver in fetus				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00366	vbrainfetus				Volume of brain in fetus				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00367	vkidneyfetus				Volume of kidney in fetus				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00368	vrestbodyfetus				Volume of rest body in fetus calculated by subtracting the body with all the organs mentioned in PBPK				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00369	placenta volume				volume of placenta				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00370	fetoplacental blood flow								0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00371	fetal cardiac output				"Fetal Cardiac output in PBPK modeling refers to the volume of blood pumped by the fetal heart per unit of time, which is used to calculate the rate of blood flow to different organs and tissues in the fetal body"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00372	Qliverfetus				"Qliverfetus is a parameter used in PBPK modeling to describe the blood flow rate to the liver fetus, which is used to calculate the rate of drug/chemical delivery to the liver in fetus. The value of Qliverfetus depends on the species of interest and is defined by the fetal liver weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00373	Qkidneyfetus				"Qkidneyfetus is a parameter used in PBPK modeling to describe the blood flow rate to the kidney fetus, which is used to calculate the rate of drug/chemical delivery to the kidney in fetus. The value of Qkidneyfetus depends on the species of interest and is defined by the fetal kidney weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00374	Qbrainfetus				"Qbrainfetus is a parameter used in PBPK modeling to describe the blood flow rate to the brain fetus, which is used to calculate the rate of drug/chemical delivery to the brain in fetus. The value of Qbrainfetus depends on the species of interest and is defined by the fetal brain weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00375	Qrestbodyfetus				"Qrestbodyfetus is a parameter used in PBPK modeling to describe the blood flow rate to the restbody fetus, which is used to calculate the rate of drug/chemical delivery to the restbody in fetus. The value of Qrestbodyfetus depends on the species of interest and is calculating by sutracting the total blood flow by the all organ considered in fetal pbpk"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00376	Gestational age				" measure of the age of a pregnancy, indicating how far along the pregnancy is. Typically measured in weeks"		Gestational age - Wikipedia		0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00377	Gestational week				" measure of the week of a pregnancy, indicating how far along the pregnancy is. "				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00378	Vmax fetus				Vmax for a particular drug/chemical in fetus				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00379	aminotic transfer coefficient				Rate at which drug/chemical transfer from materal circulation to amniotic fluid 		10.1208/s12248-021-00603-y		0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00380	Kliverfetus:plasma				ratio of compound concentration in the fetus of liver tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00381	kbrainfetus:plasma				ratio of compound concentration in the fetus of brain tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00382	kkidneyfetus:plasma				ratio of compound concentration in the fetus of kidney tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00383	krestbodyfetus:plasma				ratio of compound concentration in the fetus of restbody tissue to its concentration in the plasma				0000-0001-8345-1349	0000-0002-9795-5967		Class	Pregnant PBPK				
pkpbo:PKPBO_00384	Kidney PBPK				Kidney PBPK model is build to predict the concentration of compound in different compartments of kidney with time				0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00385	Bowmans capsule	"Capsule, Bowman's"			A double-walled epithelial capsule that is the bulbous closed proximal end of the kidney tubular system. It surrounds the cluster of convoluted capillaries of KIDNEY GLOMERULUS and is continuous with the convoluted PROXIMAL KIDNEY TUBULE.	Double-walled epithelial capsule that is bulbous closed proximal end of kidney tubular system	http://purl.bioontology.org/ontology/MESH/D050476		0000-0001-8345-1349	0000-0002-9795-5967		Class	Kidney PBPK				
pkpbo:PKPBO_00386	Filtrate				Filtrate is a role of liquid outcome of a filtration process that is commonly the mechanical or physical operation which is used for the separation of solids from fluids (liquids or gases) by interposing a medium through which only the fluid can pass	"Role of liquid outcome of filtration process, commonly mechanical or physical operation which is used for solids separation from fluids (liquids or gases) by interposing medium through which only fluid can pass"	http://purl.allotrope.org/ontologies/role#AFRL_0000228		0000-0001-8345-1349	0000-0002-9795-5967		Class	Kidney PBPK				
pkpbo:PKPBO_00387	Proximal tubule	pronephric nephron			"The proximal segment of the pronephric tubule, closest to the glomus and functioning in solute resorption and waste excretion"	"Proximal segment of pronephric tubule, closest to glomus and functioning in solute resorption and waste excretion"	http://purl.obolibrary.org/obo/XAO_0004518		0000-0001-8345-1349	0000-0002-9795-5967		Class	Kidney PBPK				
pkpbo:PKPBO_00388	loop of henle				"A highly specialized segment of the mammalian kidney tubules, that dips into the medulla"	Highly specialized segment of mammalian kidney tubules that dips into medulla	http://purl.obolibrary.org/obo/VHOG_0001270		0000-0001-8345-1349	0000-0002-9795-5967		Class	Kidney PBPK				
pkpbo:PKPBO_00389	distal tubule				"The distal segment of the pronephric tubule, functioning in water resorption, with urine passing through it into the pronephric duct."	"Distal segment of pronephric tubule, functioning in water resorption, with urine passing through it into pronephric duct"	http://purl.obolibrary.org/obo/XAO_0004519		0000-0001-8345-1349	0000-0002-9795-5967		Class	Kidney PBPK				
pkpbo:PKPBO_00390	collecting duct								0000-0001-8345-1349	0000-0002-9795-5967		Class	Kidney PBPK				
pkpbo:PKPBO_00391	bladder				"The distensible sac-like organ that functions as a reservoir of urine, collecting from the kidneys and eliminating via the urethra."	"Distensible sac-like organ, functioning as urine reservoir, collecting from kidneys and eliminating via urethra"	http://purl.obolibrary.org/obo/NCIT_C12414		0000-0001-8345-1349	0000-0002-9795-5967		Class	Kidney PBPK				
pkpbo:PKPBO_00392	lung PBPK				PBPK model built to predict the compound concnetration in lung compartment				0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00393	extrathoracic				"the area outside of the thorax, which includes the head, neck, and upper respiratory tract. In the context of PBPK modeling, extrathoracic deposition refers to the amount of inhaled drug/chemical that is deposited in the head and upper respiratory tract before reaching the lungs"		10.1007/s40262-021-01066-2		0000-0001-8345-1349	0000-0002-9795-5967		Class	lung PBPK				
pkpbo:PKPBO_00394	thoracic								0000-0001-8345-1349	0000-0002-9795-5967		Class	lung PBPK				
pkpbo:PKPBO_00395	bronchiolar								0000-0001-8345-1349	0000-0002-9795-5967		Class	lung PBPK				
pkpbo:PKPBO_00396	alveolar								0000-0001-8345-1349	0000-0002-9795-5967		Class	lung PBPK				
pkpbo:PKPBO_00397	Gut PBPK or ADAM model				PBPK model build to predict the concentration of drug/chemical in different compartments of gut.				0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00398	FQduodenum				Fraction of blood flow to duodenum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00399	FQjejunum				Fraction of blood flow to jejunum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00400	FQileum				Fraction of blood flow to ileum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00401	FQcolon				Fraction of blood flow to colon				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00402	FQcecum				Fraction of blood flow to cecum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00403	Qduodenum				"Qduodenum is a parameter used in PBPK modeling to describe the blood flow rate to the duodenum, which is used to calculate the rate of drug/chemical delivery to the duodenum. The value of Qduodenum depends on the species of interest and is defined by the duodenum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00404	Qjejunum				"Qjejunum is a parameter used in PBPK modeling to describe the blood flow rate to the jejunum, which is used to calculate the rate of drug/chemical delivery to the jejunum. The value of Qjejunum depends on the species of interest and is defined by the jejunum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00405	Qileum				"Qileum is a parameter used in PBPK modeling to describe the blood flow rate to the duodenum, which is used to calculate the rate of drug/chemical delivery to the ileum. The value of Qileum depends on the species of interest and is defined by the ileum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00406	Qcolon				"Qcolon is a parameter used in PBPK modeling to describe the blood flow rate to the colon, which is used to calculate the rate of drug/chemical delivery to the colon. The value of Qcolon depends on the species of interest and is defined by the colon weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00407	Qcecum				"Qcecum is a parameter used in PBPK modeling to describe the blood flow rate to the cecum, which is used to calculate the rate of drug/chemical delivery to the cecum. The value of Qcecum depends on the species of interest and is defined by the cecum weight/volume and cardiac output"				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00408	Fduodenum				duodenum volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00409	Fjejunum				jejunum volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00410	Fileum				ileum volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00411	Fcolon				colon volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00412	Fcecum				cecum volume as a fraction of total body weight				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00413	Vduodenum				Volume of duodenum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00414	Vjejunum				Volume of jejunum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00415	Vileum				Volume of ileum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00416	Vcolon				Volume of colon				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00417	Vcecum				Volume of cecum				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00418	blilesalt effect solubilization ratio								0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00419	mean precipitation time				"mean precipitation time is often used to predict the behavior of drugs/chemical in the human body, specifically in relation to food effects and the fasted state"		10.1208/s12248-008-9079-7		0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00420	diffusion coefficient			D	The diffusion coefficient defined as the amount of a xenoboitic that diffuses across a membrane of a given unit area per unit time when the concentration gradient is unity.	"Xenoboitic amount ,i.s diffuses across a membrane of a given unit area per unit time"	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015. Chaper-14,page number-380"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00421	particle density	absolute specific gravity		?s	a measure of the mass per unit volume of the particle. It is expressed in terms of Mg m-3.	Measure of mass per unit volume of particle	http://ecoursesonline.iasri.res.in/mod/page/view.php?id=6358		0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00422	particle radius								0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00423	intestinal transit time				time required for compound to move through the intestine				0000-0001-8345-1349	0000-0002-9795-5967		Class	Gut PBPK or ADAM model				
pkpbo:PKPBO_00424	Lactational PBPK				PBPK models built to predict the drug/chemical concentration in milk during lactation		10.1002/psp4.12662		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pkpbo:PKPBO_00425	Milk:plasma ratio				Milk to plasma ratio of a particular chemical				0000-0001-8345-1349	0000-0002-9795-5967		Class	Lactational PBPK				
pkpbo:PKPBO_00426	fumilk				fraction unbound of a chemical in milk				0000-0001-8345-1349	0000-0002-9795-5967		Class	Lactational PBPK				
pkpbo:PKPBO_00427	Cmilk				concentration in milk				0000-0001-8345-1349	0000-0002-9795-5967		Class	Lactational PBPK				
pkpbo:PKPBO_00428	daily milk intake				daily milk ingested by the baby from mother				0000-0001-8345-1349	0000-0002-9795-5967		Class	Lactational PBPK				
pkpbo:PKPBO_00429	phmilk				Ph of milk				0000-0001-8345-1349	0000-0002-9795-5967		Class	Lactational PBPK				
pkpbo:PKPBO_00430	Blood-milk-barrier				physiological barrier that separates the blood and milk compartments in lactating species. 		10.1016/j.fct.2022.112848		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lactational PBPK				
pkpbo:PKPBO_00431	milk:plasma partition				partition coefficient of chemical from plasma to milk				0000-0001-8345-1349	0000-0002-9795-5967		Class	Lactational PBPK				
