ID	Label	Exact Match	Synonyms	Suggested parent term	Abbreviation	Definition	Textual Definition	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match	Narrow Match	Related Match
pbpko:PBPKO_00317	effective permeability (Peff)		absorptive clearance per unit area		Peff	"Effective permeability is a measure of the rate at which a substance can pass through a barrier, such as a cell membrane or capillary walls"	"Effective permeability is a measure of the rate at which a substance can pass through a barrier, such as a cell membrane or capillary wal"	10.1111/cts.13314		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physicochemical Parameters				
pbpko:PBPKO_00318	Population PBPK		Bayesian population PBPK approach			"It is considered for the identification of interindividual variability in a population and the characterization of its physiological and ADME (absorption, distribution, metabolization, excretion)-related sources."	"model used for interindividual variability identification in population, its physiological characterization and ADME related sources"	"Krauss M., et al. Bayesian Population Physiologically-Based Pharmacokinetic (PBPK) Approach for a Physiologically Realistic Characterization of Interindividual Variability in Clinically Relevant Populations. PLoS ONE 2015. 10(10): e0139423. https://doi.org/10.1371/journal.pone.0139423"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00319	top-down PBPK					"Modelling and simulation approach based on the observed clinical data, mainly empirical with the scope of utilization narrowed down to the range of the input data"	"Modelling and simulation approach based on observed clinical data, empirical with utilization scope, narrowed down to input data range"	"Tylutki, Z. et al. Top-down, Bottom-up and Middle-out Strategies for Xenoboitic Cardiac Safety Assessment via Modeling and Simulations. Curr Pharmacol Rep 2, 171 177 (2016). https://doi.org/10.1007/s40495-016-0060-3"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00320	bottom-up pbpk					"Modelling and simulation approach based on knowledge about the human body, therefore, as mechanistic as possible, utilizing in vitro information as the input data"	"Modelling and simulation approach based on knowledge of human body, therefore, as mechanistic as possible, utilizing in vitro information as input data"	"Tylutki, Z. et al. Top-down, Bottom-up and Middle-out Strategies for Xenoboitic Cardiac Safety Assessment via Modeling and Simulations. Curr Pharmacol Rep 2, 171 177 (2016). https://doi.org/10.1007/s40495-016-0060-3"		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00321	one-compartment PBPK					A one-compartment model assumes that all the tissues in the body are contained in a single compartment called the  central compartment.  	A one-compartment model assumes that all the tissues in the body are contained in a single compartment called the  central compartment.  	Pharmacokinetics & Compartmental Modeling | Allucent		0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00322	central compartment					component of a two compartment pharmacokinetic model representing plasma and highly perfused organs	component of a two compartment pharmacokinetic model representing plasma and highly perfused organs	Pharmacokinetics & Compartmental Modeling | Allucent		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00323	Peripheral Compartment					component of a two compartment pharmacokinetic model representing less perfused organ like muscle and fat.	It consists of tissues where Xenoboitic distribution is slower	Two Compartment Body Model and Vd Terms (ufl.edu)		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00324	elimination									0000-0001-8345-1349	0000-0002-9795-5967		Class	Biological event				
pbpko:PBPKO_00325	linear elimination					elimination following first-order kinetics.	elimination following first-order kinetics.			0000-0001-8345-1349	0000-0002-9795-5967		Class	elimination				
pbpko:PBPKO_00326	non-linear elimination					a pharmacokinetic (PK) phenomenon where the elimination of a drug from the body does not follow first-order kinetics	a pharmacokinetic (PK) phenomenon where the elimination of a drug from the body does not follow first-order kinetics	Goodness of fit for nonlinear model - Cross Validated (stackexchange.com)		0000-0001-8345-1349	0000-0002-9795-5967		Class	elimination				
pbpko:PBPKO_00327	goodness of fit					a model evaluation technique used to assess how well a statistical model fits the observed data	a model evaluation technique used to assess how well a statistical model fits the observed data	10.1111/j.1365-2125.2010.03891.x		0000-0001-8345-1349	0000-0002-9795-5967		Class	Statistical Method				
pbpko:PBPKO_00328	Observed					exprimental data	exprimental data			0000-0001-8345-1349	0000-0002-9795-5967		Class	Statistical Method				
pbpko:PBPKO_00329	Predicted					predicted by the model	predicted by the model			0000-0001-8345-1349	0000-0002-9795-5967		Class	Statistical Method				
pbpko:PBPKO_00330	visual predictive check					provides a visual comparison between observed data and model predictions	provides a visual comparison between observed data and model predictions			0000-0001-8345-1349	0000-0002-9795-5967		Class	Statistical Method				
pbpko:PBPKO_00331	average fold error					"a metric used to assess the accuracy of predictions made by a model. It is calculated as the average of the absolute values of the differences between the predicted and observed values, divided by the observed values"	"a metric used to assess the accuracy of predictions made by a model. It is calculated as the average of the absolute values of the differences between the predicted and observed values, divided by the observed values"	10.1007/s10928-020-09684-2		0000-0001-8345-1349	0000-0002-9795-5967		Class	Statistical Method				
pbpko:PBPKO_00332	Residual error magnitude					the magnitude of the difference between the observed value and the predicted value in a regression analysis.	the magnitude of the difference between the observed value and the predicted value in a regression analysis.	Residual Standard Deviation/Error: Guide for Beginners   QUANTIFYING HEALTH		0000-0001-8345-1349	0000-0002-9795-5967		Class	Statistical Method				
pbpko:PBPKO_00333	Mean Relative derivation					"a measure of the deviation of a set of values from their mean, expressed as a percentage"	"a measure of the deviation of a set of values from their mean, expressed as a percentage"	How to Find a Relative Average Deviation | Sciencing		0000-0001-8345-1349	0000-0002-9795-5967		Class	Statistical Method				
pbpko:PBPKO_00334	Geometric mean fold error					a measure used to compare predicted and observed values in pharmacokinetic models	a measure used to compare predicted and observed values in pharmacokinetic models	10.1002/psp4.12646		0000-0001-8345-1349	0000-0002-9795-5967		Class	Statistical Method				
pbpko:PBPKO_00335	Sensitivty Analysis				SA	The process of investigating the role of input parameters in determining the model output. It seeks to quantify the importance of each model input parameter on the output.	Quantifying process of investigating input parameters role in determining model output	https://gsa-module.readthedocs.io/en/develop/implementation/gsa.html		0000-0001-8345-1349	0000-0002-9795-5967		Class	Evaluation Metrics				
pbpko:PBPKO_00336	Local Senstivity analysis				LSA	"analyzes the effect of one model parameter at a time, keeping the other parameters fixed"	"analyzes the effect of one model parameter at a time, keeping the other parameters fixed"	Sensitivity Analysis in SimBiology - MATLAB & Simulink (mathworks.com)		0000-0001-8345-1349	0000-0002-9795-5967		Class	Sensitivty Analysis				
pbpko:PBPKO_00337	Global Sensitvity analysis				GSA	quantifies the impact of variations in model inputs on the model output. A sensitivity analysis is considered to be global when all the input factors are varied simultaneously and the sensitivity is evaluated over the entire range of each input factor.	quantifies the impact of variations in model inputs on the model output. A sensitivity analysis is considered to be global when all the input factors are varied simultaneously and the sensitivity is evaluated over the entire range of each input factor.	10.1007/978-0-387-35973-1_538		0000-0001-8345-1349	0000-0002-9795-5967		Class	Sensitivty Analysis				
pbpko:PBPKO_00338	one at a time sensitivity analysis				OTA	"It analyzes the effect of one parameter on the cost function at a time, keeping the other parameters fixed. They explore only a small fraction of the design space, especially when there are many parameters. Also, they do not provide insight about how the interactions between parameters influence the cost function."	"It analyzes effect of one parameter on cost function at a time, keeping other parameters fixed. eg. Local sensitivity analysis"	https://www.mathworks.com/help/sldo/ug/what-is-sensitivity-analysis.html		0000-0001-8345-1349	0000-0002-9795-5967		Class	Sensitivty Analysis				
pbpko:PBPKO_00339	Lifetsages		Aging	Biology		"Life stages in the context of the human species refer to the different phases of an individual's life, from birth to death."	"Life stages in the context of the human species refer to the different phases of an individual's life, from birth to death."			0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiological Parameters				
pbpko:PBPKO_00340	Fetus		Preborn/Unborn baby	Mammalian development/Lifestages		"A fetus is the growth  and developmental stage of a mammal,  after the embryonic stage."	Unborn offspring in uterus representing  postembryonic stage of development until birth.	https://link.springer.com/referenceworkentry/10.1007/978-3-319-47829-6_62-1		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00341	Infants		"Newborn/
Neonate"	Mammalian development/Lifestages	Inf	"An infant is a very young child,  under the age of one year, who is in the early stages of life and development, especially in the period immediately following birth."	"An infant is a very young child, under age of one year."	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence2.html		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00342	Toddlers			Mammalian development/Lifestages	Tdl	Toddlers are young children who are  between the ages of one and three years old.  (infancy to early childhood)	Young children who are  between  ages of one and three years old.  (infancy to early childhood)	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence3.html		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00343	Children		youngstar	Mammalian development/Lifestages		Children are young human beings  ranging from 3-11 years.	"Children, who are in  early ages ranging from 3-11 years."	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence4.html		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00344	Teenagers		"Young teen/ 
older school age"	Mammalian development/Lifestages		A human life stage that begins at eleven years of age and continues until fifteen years of age.	A human life stage that begins at eleven years of age and continues until fifteen years of age.	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence5.html		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00345	Adolescent		"pubescence
teens"	Mammalian development/Lifestages		An adolescent is a young person who is in the transitional stage between Teenagers and adulthood.(Age range of 15 till 18 years)	"An adolescent, transitional stage between Teenagers and adulthood.(Age range of 15 till 18 years)"	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence6.html		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00346	Adult		full adolescence	Mammalian development/Lifestages		A human life stage that begins at eighteen years of age and continues until thirty years of age.	A human life stage that begins at eighteen years of age and continues until thirty years of age.	http://purl.bioontology.org/ontology/BIN/BIN_00000008		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00347	Middle age		young age	Mammalian development/Lifestages		A human life stage that begins at thirty years of age and continues until forty-five years of age.	A human life stage that begins at thirty years of age and continues until forty-five years of age.	http://purl.bioontology.org/ontology/BIN/BIN_00000008		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00348	old age			Mammalian development/Lifestages		A human life stage that begins at forty-five years of age and continues until sixty years of age.	A human life stage that begins at forty-five years of age and continues until sixty years of age.	http://purl.bioontology.org/ontology/BIN/BIN_00000008		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00349	pediatric		Pediatric population	Mammalian development/Lifestages		"A human population, below fifteen years of age"	"A human population, below fifteen years of age"	http://purl.bioontology.org/ontology/SNOMEDCT/376171000221106		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00350	geriatric		geriatric population	Mammalian development/Lifestages		Geriatric refers to the medical specialty focused on providing care for the unique health needs of older adults	Geriatric refers to the medical specialty focused on providing care for the unique health needs of older adults	Geriatrics - Wikipedia		0000-0001-8345-1349	0000-0002-9795-5967		Class	Lifetsages				
pbpko:PBPKO_00353	Uncertainity					"Uncertainty in Physiologically Based Pharmacokinetic (PBPK) modeling is introduced by two main sources: the underlying biology or mechanisms, and drug/chemical-related parameters"	"Uncertainty in Physiologically Based Pharmacokinetic (PBPK) modeling is introduced by two main sources: the underlying biology or mechanisms, and drug/chemical-related parameters"	10.1002/cpt.1013		0000-0001-8345-1349	0000-0002-9795-5967		Class	Evaluation Metrics				
pbpko:PBPKO_00354	Variability					Inter-individual differences  in the anatomical and physiological characteristics of humans or animal	Inter-individual differences  in anatomical and physiological characteristics 	https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=web&cd=&ved=0CDcQw7AJahcKEwjQvMPUjaCBAxUAAAAAHQAAAAAQAw&url=https%3A%2F%2Fineris.hal.science%2Fineris-00961755%2Fdocument&psig=AOvVaw3AvQT5ScYcsFkSX2UzYiCn&ust=1694437476436418&opi=89978449		0000-0001-8345-1349	0000-0002-9795-5967		Class	Evaluation Metrics				
pbpko:PBPKO_00355	Monte carlo simulation				MC	"Monte Carlo simulation is a form of uncertainty analysis that allows the propagation of uncertainty through a model, which results in an estimate of the variance in model output"	"Monte Carlo simulation is a form of uncertainty analysis that allows the propagation of uncertainty through a model, which results in an estimate of the variance in model output"	10.1289/ehp.96104858		0000-0001-8345-1349	0000-0002-9795-5967		Class	Uncertainity				
pbpko:PBPKO_00356	Brain PBPK					Brain PBPK model build to predict the concentration of drug/chemical in different brain regions with respect to time	Brain PBPK model build to predict the concentration of drug/chemical in different brain regions with respect to time			0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00357	Spinal CSF volume					total volume of CSF present in spine	total volume of CSF present in spine			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00358	Cranial CSF volume					total volume of CSF present in cranial	total volume of CSF present in cranial			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00359	Brain mass					brain weight measured in Kg or pounds	brain weight measured in Kg or pounds			0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiological Parameters				
pbpko:PBPKO_00360	BBB					Blood-brain-barrier	Blood-brain-barrier			0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00361	Spinal CSF flow					total CSF flowing in spinal region	total CSF flowing in spinal region			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00362	Cranial CSF flow					total CSF flowing in cranial region	total CSF flowing in cranial region			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00363	BCSFB					Blood-cerebrospinal fluid- barrier	Blood-cerebrospinal fluid- barrier			0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00364	vhippocampus					volume of hippocampus	volume of hippocampus			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00365	vfrontalcortex					volume of frontal cortex	volume of frontal cortex			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00366	vcerebrum					volume of cerebrum	volume of cerebrum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00367	vcerebellum					volume of cerebellum	volume of cerebellum			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00368	Qhippocampus					"Qhippocampus is a parameter used in PBPK modeling to describe the blood flow rate to thehippocampus, which is used to calculate the rate of drug/chemical delivery to the hippocampus. The value of Qhippocampus depends on the species of interest and is defined by the hippocampus weight/volume and cardiac output"	"Qhippocampus is a parameter used in PBPK modeling to describe the blood flow rate to thehippocampus, which is used to calculate the rate of drug/chemical delivery to the hippocampus. The value of Qhippocampus depends on the species of interest and is defined by the hippocampus weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00369	Qfrontalcortex					"Qfrontalcortex is a parameter used in PBPK modeling to describe the blood flow rate to the frontalcortex, which is used to calculate the rate of drug/chemical delivery to the frontalcortex. The value of Qfrontalcortex depends on the species of interest and is defined by the frontalcortex weight/volume and cardiac output"	"Qfrontalcortex is a parameter used in PBPK modeling to describe the blood flow rate to the frontalcortex, which is used to calculate the rate of drug/chemical delivery to the frontalcortex. The value of Qfrontalcortex depends on the species of interest and is defined by the frontalcortex weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00370	Qcerebrum					"Qcerebrum is a parameter used in PBPK modeling to describe the blood flow rate to the cerebrum, which is used to calculate the rate of drug/chemical delivery to the cerebrum. The value of Qcerebrum depends on the species of interest and is defined by the cerebrum weight/volume and cardiac output"	"Qcerebrum is a parameter used in PBPK modeling to describe the blood flow rate to the cerebrum, which is used to calculate the rate of drug/chemical delivery to the cerebrum. The value of Qcerebrum depends on the species of interest and is defined by the cerebrum weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00371	Qcerebellum					"Qcerebellum is a parameter used in PBPK modeling to describe the blood flow rate to the cerebellum, which is used to calculate the rate of drug/chemical delivery to the cerebellum. The value of Qcerebellum depends on the species of interest and is defined by the cerebellum weight/volume and cardiac output"	"Qcerebellum is a parameter used in PBPK modeling to describe the blood flow rate to the cerebellum, which is used to calculate the rate of drug/chemical delivery to the cerebellum. The value of Qcerebellum depends on the species of interest and is defined by the cerebellum weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00372	Khippocampus:brain					ratio of drug/chemical concentration in the hippocampus tissue to its concentration in the plasma	ratio of drug/chemical concentration in the hippocampus tissue to its concentration in the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00373	kcerebrum:brain					ratio of drug/chemical concentration in the cerebrum tissue to its concentration in the plasma	ratio of drug/chemical concentration in the cerebrum tissue to its concentration in the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00374	kcerebellum:brain					ratio of drug/chemical concentration in the cerebellum tissue to its concentration in the plasma	ratio of drug/chemical concentration in the cerebellum tissue to its concentration in the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00375	kfrontalcortex:brain					ratio of drug/chemical concentration in the frontal cortex tissue to its concentration in the plasma	ratio of drug/chemical concentration in the frontal cortex tissue to its concentration in the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00376	Pappcerebrum:brain					Permeability of drug/chemical in cerebrum to brain	Permeability of drug/chemical in cerebrum to brain			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00377	Pappcerebellum:brain					Permeability of drug/chemical in cerebellum to brain	Permeability of drug/chemical in cerebellum to brain			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00378	Papphippocampus:brain					Permeability of drug/chemical in hippocampus to brain	Permeability of drug/chemical in hippocampus to brain			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00379	Pappcortex:brain					Permeability of drug/chemical in cortex to brain	Permeability of drug/chemical in cortex to brain			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00380	Pregnant PBPK					PBPK model build to predict the concentration of drug/chemical in pregnant female with time	PBPK model build to predict the concentration of drug/chemical in pregnant female with time			0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00381	fetoplacental volume					"Volume can be calculated by adding the uterus weight, placenta volume, fetal volume, and amniotic fluid volume"	"Volume can be calculated by adding the uterus weight, placenta volume, fetal volume, and amniotic fluid volume"	10.1208/s12248-013-9505-3		0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00382	vfetus					Volume of fetus	Volume of fetus			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00383	vplacenta					Volume of placenta	Volume of placenta			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00384	vamnioticfluid					Volume of amniotic fluid	Volume of amniotic fluid			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00385	vliverfetus					Volume of liver in fetus	Volume of liver in fetus			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00386	vbrainfetus					Volume of brain in fetus	Volume of brain in fetus			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00387	vkidneyfetus					Volume of kidney in fetus	Volume of kidney in fetus			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00388	vrestbodyfetus					Volume of rest body in fetus calculated by subtracting the body with all the organs mentioned in PBPK	Volume of rest body in fetus calculated by subtracting the body with all the organs mentioned in PBPK			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00389	placenta volume					volume of placenta	volume of placenta			0000-0001-8345-1349	0000-0002-9795-5967		Class	Volume of organ				
pbpko:PBPKO_00390	fetoplacental blood flow									0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00391	fetal cardiac output					"Fetal Cardiac output in PBPK modeling refers to the volume of blood pumped by the fetal heart per unit of time, which is used to calculate the rate of blood flow to different organs and tissues in the fetal body"	"Fetal Cardiac output in PBPK modeling refers to the volume of blood pumped by the fetal heart per unit of time, which is used to calculate the rate of blood flow to different organs and tissues in the fetal body"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00392	Qliverfetus					"Qliverfetus is a parameter used in PBPK modeling to describe the blood flow rate to the liver fetus, which is used to calculate the rate of drug/chemical delivery to the liver in fetus. The value of Qliverfetus depends on the species of interest and is defined by the fetal liver weight/volume and cardiac output"	"Qliverfetus is a parameter used in PBPK modeling to describe the blood flow rate to the liver fetus, which is used to calculate the rate of drug/chemical delivery to the liver in fetus. The value of Qliverfetus depends on the species of interest and is defined by the fetal liver weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00393	Qkidneyfetus					"Qkidneyfetus is a parameter used in PBPK modeling to describe the blood flow rate to the kidney fetus, which is used to calculate the rate of drug/chemical delivery to the kidney in fetus. The value of Qkidneyfetus depends on the species of interest and is defined by the fetal kidney weight/volume and cardiac output"	"Qkidneyfetus is a parameter used in PBPK modeling to describe the blood flow rate to the kidney fetus, which is used to calculate the rate of drug/chemical delivery to the kidney in fetus. The value of Qkidneyfetus depends on the species of interest and is defined by the fetal kidney weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00394	Qbrainfetus					"Qbrainfetus is a parameter used in PBPK modeling to describe the blood flow rate to the brain fetus, which is used to calculate the rate of drug/chemical delivery to the brain in fetus. The value of Qbrainfetus depends on the species of interest and is defined by the fetal brain weight/volume and cardiac output"	"Qbrainfetus is a parameter used in PBPK modeling to describe the blood flow rate to the brain fetus, which is used to calculate the rate of drug/chemical delivery to the brain in fetus. The value of Qbrainfetus depends on the species of interest and is defined by the fetal brain weight/volume and cardiac output"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00395	Qrestbodyfetus					"Qrestbodyfetus is a parameter used in PBPK modeling to describe the blood flow rate to the restbody fetus, which is used to calculate the rate of drug/chemical delivery to the restbody in fetus. The value of Qrestbodyfetus depends on the species of interest and is calculating by sutracting the total blood flow by the all organ considered in fetal pbpk"	"Qrestbodyfetus is a parameter used in PBPK modeling to describe the blood flow rate to the restbody fetus, which is used to calculate the rate of drug/chemical delivery to the restbody in fetus. The value of Qrestbodyfetus depends on the species of interest and is calculating by sutracting the total blood flow by the all organ considered in fetal pbpk"			0000-0001-8345-1349	0000-0002-9795-5967		Class	Blood flow				
pbpko:PBPKO_00396	Gestational age					" measure of the age of a pregnancy, indicating how far along the pregnancy is. Typically measured in weeks"	" measure of the age of a pregnancy, indicating how far along the pregnancy is. Typically measured in weeks"	Gestational age - Wikipedia		0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00397	Gestational week					" measure of the week of a pregnancy, indicating how far along the pregnancy is. "	" measure of the week of a pregnancy, indicating how far along the pregnancy is. "			0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00398	Vmax fetus					Vmax for a particular drug/chemical in fetus	Vmax for a particular drug/chemical in fetus			0000-0001-8345-1349	0000-0002-9795-5967		Class	Biochemical Parameters				
pbpko:PBPKO_00399	aminotic transfer coefficient					Rate at which drug/chemical transfer from materal circulation to amniotic fluid 	Rate at which drug/chemical transfer from materal circulation to amniotic fluid 	10.1208/s12248-021-00603-y		0000-0001-8345-1349	0000-0002-9795-5967		Class	Miscellaneous Parameters				
pbpko:PBPKO_00400	Kliverfetus:plasma					ratio of compound concentration in the fetus of liver tissue to its concentration in the plasma	ratio of compound concentration in the fetus of liver tissue to its concentration in the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00401	kbrainfetus:plasma					ratio of compound concentration in the fetus of brain tissue to its concentration in the plasma	ratio of compound concentration in the fetus of brain tissue to its concentration in the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00402	kkidneyfetus:plasma					ratio of compound concentration in the fetus of kidney tissue to its concentration in the plasma	ratio of compound concentration in the fetus of kidney tissue to its concentration in the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00403	krestbodyfetus:plasma					ratio of compound concentration in the fetus of restbody tissue to its concentration in the plasma	ratio of compound concentration in the fetus of restbody tissue to its concentration in the plasma			0000-0001-8345-1349	0000-0002-9795-5967		Class	Partition coefficient				
pbpko:PBPKO_00404	Kidney PBPK					Kidney PBPK model is build to predict the concentration of compound in different compartments of kidney with time	Kidney PBPK model is build to predict the concentration of compound in different compartments of kidney with time			0000-0001-8345-1349	0000-0002-9795-5967		Class	Physiologically Based Pharmacokinetic Modeling				
pbpko:PBPKO_00405	Bowmans capsule		"Capsule, Bowman's"			A double-walled epithelial capsule that is the bulbous closed proximal end of the kidney tubular system. It surrounds the cluster of convoluted capillaries of KIDNEY GLOMERULUS and is continuous with the convoluted PROXIMAL KIDNEY TUBULE.	Double-walled epithelial capsule that is bulbous closed proximal end of kidney tubular system	http://purl.bioontology.org/ontology/MESH/D050476		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00406	Filterate					Filtrate is a role of liquid outcome of a filtration process that is commonly the mechanical or physical operation which is used for the separation of solids from fluids (liquids or gases) by interposing a medium through which only the fluid can pass	"Role of liquid outcome of filtration process, commonly mechanical or physical operation which is used for solids separation from fluids (liquids or gases) by interposing medium through which only fluid can pass"	http://purl.allotrope.org/ontologies/role#AFRL_0000228		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00407	Proximal tubule		pronephric nephron			"The proximal segment of the pronephric tubule, closest to the glomus and functioning in solute resorption and waste excretion"	"Proximal segment of pronephric tubule, closest to glomus and functioning in solute resorption and waste excretion"	http://purl.obolibrary.org/obo/XAO_0004518		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00408	loop of henle					"A highly specialized segment of the mammalian kidney tubules, that dips into the medulla"	Highly specialized segment of mammalian kidney tubules that dips into medulla	http://purl.obolibrary.org/obo/VHOG_0001270		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00409	distal tubule					"The distal segment of the pronephric tubule, functioning in water resorption, with urine passing through it into the pronephric duct."	"Distal segment of pronephric tubule, functioning in water resorption, with urine passing through it into pronephric duct"	http://purl.obolibrary.org/obo/XAO_0004519		0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
pbpko:PBPKO_00410	collecting duct									0000-0001-8345-1349	0000-0002-9795-5967		Class	 Compartment				
